File,mean_particles,File_path,n_samples,time_per_event,code,code_version,algorithm,strategy,radius,power,backend,backend_version
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,data/events-pp-0.5TeV-5GeV.hepmc3.gz,16,77.02,Fastjet,3.5.1,AntiKt,N2Tiled,2.0,-1.0,C++,gcc14.2
events-pp-1TeV-5GeV.hepmc3.gz,160.36,data/events-pp-1TeV-5GeV.hepmc3.gz,16,122.85,Fastjet,3.5.1,AntiKt,N2Tiled,2.0,-1.0,C++,gcc14.2
events-pp-2TeV-5Gev.hepmc3.gz,188.21,data/events-pp-2TeV-5Gev.hepmc3.gz,16,154.07,Fastjet,3.5.1,AntiKt,N2Tiled,2.0,-1.0,C++,gcc14.2
events-pp-2TeV.hepmc3.gz,226.98,data/events-pp-2TeV.hepmc3.gz,16,197.62,Fastjet,3.5.1,AntiKt,N2Tiled,2.0,-1.0,C++,gcc14.2
events-pp-5TeV-10GeV.hepmc3.gz,284.15,data/events-pp-5TeV-10GeV.hepmc3.gz,16,267.53,Fastjet,3.5.1,AntiKt,N2Tiled,2.0,-1.0,C++,gcc14.2
events-pp-8TeV-20GeV.hepmc3.gz,354.18,data/events-pp-8TeV-20GeV.hepmc3.gz,16,380.5,Fastjet,3.5.1,AntiKt,N2Tiled,2.0,-1.0,C++,gcc14.2
events-pp-13TeV-20GeV.hepmc3.gz,431.18,data/events-pp-13TeV-20GeV.hepmc3.gz,16,505.77,Fastjet,3.5.1,AntiKt,N2Tiled,2.0,-1.0,C++,gcc14.2
events-pp-20TeV-20GeV.hepmc3.gz,524.59,data/events-pp-20TeV-20GeV.hepmc3.gz,16,681.09,Fastjet,3.5.1,AntiKt,N2Tiled,2.0,-1.0,C++,gcc14.2
events-pp-20TeV-50GeV.hepmc3.gz,553.64,data/events-pp-20TeV-50GeV.hepmc3.gz,16,789.03,Fastjet,3.5.1,AntiKt,N2Tiled,2.0,-1.0,C++,gcc14.2
events-pp-30TeV-50GeV.hepmc3.gz,632.29,data/events-pp-30TeV-50GeV.hepmc3.gz,16,944.4,Fastjet,3.5.1,AntiKt,N2Tiled,2.0,-1.0,C++,gcc14.2
events-ee-Z.hepmc3.gz,43.05,data/events-ee-Z.hepmc3.gz,16,24.32,Fastjet,3.5.1,AntiKt,N2Tiled,3.0,-1.0,C++,gcc14.2
events-ee-H.hepmc3.gz,64.97,data/events-ee-H.hepmc3.gz,16,39.74,Fastjet,3.5.1,AntiKt,N2Tiled,3.0,-1.0,C++,gcc14.2
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,data/events-pp-0.5TeV-5GeV.hepmc3.gz,16,83.88,Fastjet,3.5.1,AntiKt,N2Tiled,3.0,-1.0,C++,gcc14.2
events-pp-1TeV-5GeV.hepmc3.gz,160.36,data/events-pp-1TeV-5GeV.hepmc3.gz,16,135.03,Fastjet,3.5.1,AntiKt,N2Tiled,3.0,-1.0,C++,gcc14.2
events-pp-2TeV-5Gev.hepmc3.gz,188.21,data/events-pp-2TeV-5Gev.hepmc3.gz,16,174.12,Fastjet,3.5.1,AntiKt,N2Tiled,3.0,-1.0,C++,gcc14.2
events-pp-2TeV.hepmc3.gz,226.98,data/events-pp-2TeV.hepmc3.gz,16,222.32,Fastjet,3.5.1,AntiKt,N2Tiled,3.0,-1.0,C++,gcc14.2
events-pp-5TeV-10GeV.hepmc3.gz,284.15,data/events-pp-5TeV-10GeV.hepmc3.gz,16,314.95,Fastjet,3.5.1,AntiKt,N2Tiled,3.0,-1.0,C++,gcc14.2
events-pp-8TeV-20GeV.hepmc3.gz,354.18,data/events-pp-8TeV-20GeV.hepmc3.gz,16,454.78,Fastjet,3.5.1,AntiKt,N2Tiled,3.0,-1.0,C++,gcc14.2
events-pp-13TeV-20GeV.hepmc3.gz,431.18,data/events-pp-13TeV-20GeV.hepmc3.gz,16,614.52,Fastjet,3.5.1,AntiKt,N2Tiled,3.0,-1.0,C++,gcc14.2
events-pp-20TeV-20GeV.hepmc3.gz,524.59,data/events-pp-20TeV-20GeV.hepmc3.gz,16,844.7,Fastjet,3.5.1,AntiKt,N2Tiled,3.0,-1.0,C++,gcc14.2
events-pp-20TeV-50GeV.hepmc3.gz,553.64,data/events-pp-20TeV-50GeV.hepmc3.gz,16,978.8,Fastjet,3.5.1,AntiKt,N2Tiled,3.0,-1.0,C++,gcc14.2
events-pp-30TeV-50GeV.hepmc3.gz,632.29,data/events-pp-30TeV-50GeV.hepmc3.gz,16,1188.16,Fastjet,3.5.1,AntiKt,N2Tiled,3.0,-1.0,C++,gcc14.2
events-ee-Z.hepmc3.gz,43.05,data/events-ee-Z.hepmc3.gz,16,13.95,Fastjet,3.5.1,CA,N2Plain,0.2,0.0,C++,gcc14.2
events-ee-H.hepmc3.gz,64.97,data/events-ee-H.hepmc3.gz,16,28.59,Fastjet,3.5.1,CA,N2Plain,0.2,0.0,C++,gcc14.2
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,data/events-pp-0.5TeV-5GeV.hepmc3.gz,16,44.52,Fastjet,3.5.1,CA,N2Plain,0.2,0.0,C++,gcc14.2
events-pp-1TeV-5GeV.hepmc3.gz,160.36,data/events-pp-1TeV-5GeV.hepmc3.gz,16,80.51,Fastjet,3.5.1,CA,N2Plain,0.2,0.0,C++,gcc14.2
events-pp-2TeV-5Gev.hepmc3.gz,188.21,data/events-pp-2TeV-5Gev.hepmc3.gz,16,114.85,Fastjet,3.5.1,CA,N2Plain,0.2,0.0,C++,gcc14.2
events-pp-2TeV.hepmc3.gz,226.98,data/events-pp-2TeV.hepmc3.gz,16,163.25,Fastjet,3.5.1,CA,N2Plain,0.2,0.0,C++,gcc14.2
events-pp-5TeV-10GeV.hepmc3.gz,284.15,data/events-pp-5TeV-10GeV.hepmc3.gz,16,242.36,Fastjet,3.5.1,CA,N2Plain,0.2,0.0,C++,gcc14.2
events-pp-8TeV-20GeV.hepmc3.gz,354.18,data/events-pp-8TeV-20GeV.hepmc3.gz,16,396.45,Fastjet,3.5.1,CA,N2Plain,0.2,0.0,C++,gcc14.2
events-pp-13TeV-20GeV.hepmc3.gz,431.18,data/events-pp-13TeV-20GeV.hepmc3.gz,16,574.85,Fastjet,3.5.1,CA,N2Plain,0.2,0.0,C++,gcc14.2
events-pp-20TeV-20GeV.hepmc3.gz,524.59,data/events-pp-20TeV-20GeV.hepmc3.gz,16,847.42,Fastjet,3.5.1,CA,N2Plain,0.2,0.0,C++,gcc14.2
events-pp-20TeV-50GeV.hepmc3.gz,553.64,data/events-pp-20TeV-50GeV.hepmc3.gz,16,1025.0,Fastjet,3.5.1,CA,N2Plain,0.2,0.0,C++,gcc14.2
events-pp-30TeV-50GeV.hepmc3.gz,632.29,data/events-pp-30TeV-50GeV.hepmc3.gz,16,1300.83,Fastjet,3.5.1,CA,N2Plain,0.2,0.0,C++,gcc14.2
events-ee-Z.hepmc3.gz,43.05,data/events-ee-Z.hepmc3.gz,16,17.58,Fastjet,3.5.1,CA,N2Plain,0.4,0.0,C++,gcc14.2
events-ee-H.hepmc3.gz,64.97,data/events-ee-H.hepmc3.gz,16,33.28,Fastjet,3.5.1,CA,N2Plain,0.4,0.0,C++,gcc14.2
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,data/events-pp-0.5TeV-5GeV.hepmc3.gz,16,62.87,Fastjet,3.5.1,CA,N2Plain,0.4,0.0,C++,gcc14.2
events-pp-1TeV-5GeV.hepmc3.gz,160.36,data/events-pp-1TeV-5GeV.hepmc3.gz,16,118.32,Fastjet,3.5.1,CA,N2Plain,0.4,0.0,C++,gcc14.2
events-pp-2TeV-5Gev.hepmc3.gz,188.21,data/events-pp-2TeV-5Gev.hepmc3.gz,16,172.72,Fastjet,3.5.1,CA,N2Plain,0.4,0.0,C++,gcc14.2
events-pp-2TeV.hepmc3.gz,226.98,data/events-pp-2TeV.hepmc3.gz,16,236.04,Fastjet,3.5.1,CA,N2Plain,0.4,0.0,C++,gcc14.2
events-pp-5TeV-10GeV.hepmc3.gz,284.15,data/events-pp-5TeV-10GeV.hepmc3.gz,16,366.67,Fastjet,3.5.1,CA,N2Plain,0.4,0.0,C++,gcc14.2
events-pp-8TeV-20GeV.hepmc3.gz,354.18,data/events-pp-8TeV-20GeV.hepmc3.gz,16,580.32,Fastjet,3.5.1,CA,N2Plain,0.4,0.0,C++,gcc14.2
events-pp-13TeV-20GeV.hepmc3.gz,431.18,data/events-pp-13TeV-20GeV.hepmc3.gz,16,833.15,Fastjet,3.5.1,CA,N2Plain,0.4,0.0,C++,gcc14.2
events-pp-20TeV-20GeV.hepmc3.gz,524.59,data/events-pp-20TeV-20GeV.hepmc3.gz,16,1227.7,Fastjet,3.5.1,CA,N2Plain,0.4,0.0,C++,gcc14.2
events-pp-20TeV-50GeV.hepmc3.gz,553.64,data/events-pp-20TeV-50GeV.hepmc3.gz,16,1417.63,Fastjet,3.5.1,CA,N2Plain,0.4,0.0,C++,gcc14.2
events-pp-30TeV-50GeV.hepmc3.gz,632.29,data/events-pp-30TeV-50GeV.hepmc3.gz,16,1795.7,Fastjet,3.5.1,CA,N2Plain,0.4,0.0,C++,gcc14.2
events-ee-Z.hepmc3.gz,43.05,data/events-ee-Z.hepmc3.gz,16,20.29,Fastjet,3.5.1,CA,N2Plain,1.0,0.0,C++,gcc14.2
events-ee-H.hepmc3.gz,64.97,data/events-ee-H.hepmc3.gz,16,37.34,Fastjet,3.5.1,CA,N2Plain,1.0,0.0,C++,gcc14.2
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,data/events-pp-0.5TeV-5GeV.hepmc3.gz,16,92.54,Fastjet,3.5.1,CA,N2Plain,1.0,0.0,C++,gcc14.2
events-pp-1TeV-5GeV.hepmc3.gz,160.36,data/events-pp-1TeV-5GeV.hepmc3.gz,16,164.75,Fastjet,3.5.1,CA,N2Plain,1.0,0.0,C++,gcc14.2
events-pp-2TeV-5Gev.hepmc3.gz,188.21,data/events-pp-2TeV-5Gev.hepmc3.gz,16,230.91,Fastjet,3.5.1,CA,N2Plain,1.0,0.0,C++,gcc14.2
events-pp-2TeV.hepmc3.gz,226.98,data/events-pp-2TeV.hepmc3.gz,16,301.6,Fastjet,3.5.1,CA,N2Plain,1.0,0.0,C++,gcc14.2
events-pp-5TeV-10GeV.hepmc3.gz,284.15,data/events-pp-5TeV-10GeV.hepmc3.gz,16,465.18,Fastjet,3.5.1,CA,N2Plain,1.0,0.0,C++,gcc14.2
events-pp-8TeV-20GeV.hepmc3.gz,354.18,data/events-pp-8TeV-20GeV.hepmc3.gz,16,703.92,Fastjet,3.5.1,CA,N2Plain,1.0,0.0,C++,gcc14.2
events-pp-13TeV-20GeV.hepmc3.gz,431.18,data/events-pp-13TeV-20GeV.hepmc3.gz,16,1003.21,Fastjet,3.5.1,CA,N2Plain,1.0,0.0,C++,gcc14.2
events-pp-20TeV-20GeV.hepmc3.gz,524.59,data/events-pp-20TeV-20GeV.hepmc3.gz,16,1427.89,Fastjet,3.5.1,CA,N2Plain,1.0,0.0,C++,gcc14.2
events-pp-20TeV-50GeV.hepmc3.gz,553.64,data/events-pp-20TeV-50GeV.hepmc3.gz,16,1610.26,Fastjet,3.5.1,CA,N2Plain,1.0,0.0,C++,gcc14.2
events-pp-30TeV-50GeV.hepmc3.gz,632.29,data/events-pp-30TeV-50GeV.hepmc3.gz,16,2046.38,Fastjet,3.5.1,CA,N2Plain,1.0,0.0,C++,gcc14.2
events-ee-Z.hepmc3.gz,43.05,data/events-ee-Z.hepmc3.gz,16,20.96,Fastjet,3.5.1,CA,N2Plain,1.5,0.0,C++,gcc14.2
events-ee-H.hepmc3.gz,64.97,data/events-ee-H.hepmc3.gz,16,37.75,Fastjet,3.5.1,CA,N2Plain,1.5,0.0,C++,gcc14.2
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,data/events-pp-0.5TeV-5GeV.hepmc3.gz,16,95.39,Fastjet,3.5.1,CA,N2Plain,1.5,0.0,C++,gcc14.2
events-pp-1TeV-5GeV.hepmc3.gz,160.36,data/events-pp-1TeV-5GeV.hepmc3.gz,16,171.76,Fastjet,3.5.1,CA,N2Plain,1.5,0.0,C++,gcc14.2
events-pp-2TeV-5Gev.hepmc3.gz,188.21,data/events-pp-2TeV-5Gev.hepmc3.gz,16,240.21,Fastjet,3.5.1,CA,N2Plain,1.5,0.0,C++,gcc14.2
events-pp-2TeV.hepmc3.gz,226.98,data/events-pp-2TeV.hepmc3.gz,16,311.63,Fastjet,3.5.1,CA,N2Plain,1.5,0.0,C++,gcc14.2
events-pp-5TeV-10GeV.hepmc3.gz,284.15,data/events-pp-5TeV-10GeV.hepmc3.gz,16,475.83,Fastjet,3.5.1,CA,N2Plain,1.5,0.0,C++,gcc14.2
events-pp-8TeV-20GeV.hepmc3.gz,354.18,data/events-pp-8TeV-20GeV.hepmc3.gz,16,721.64,Fastjet,3.5.1,CA,N2Plain,1.5,0.0,C++,gcc14.2
events-pp-13TeV-20GeV.hepmc3.gz,431.18,data/events-pp-13TeV-20GeV.hepmc3.gz,16,1013.04,Fastjet,3.5.1,CA,N2Plain,1.5,0.0,C++,gcc14.2
events-pp-20TeV-20GeV.hepmc3.gz,524.59,data/events-pp-20TeV-20GeV.hepmc3.gz,16,1450.77,Fastjet,3.5.1,CA,N2Plain,1.5,0.0,C++,gcc14.2
events-pp-20TeV-50GeV.hepmc3.gz,553.64,data/events-pp-20TeV-50GeV.hepmc3.gz,16,1626.86,Fastjet,3.5.1,CA,N2Plain,1.5,0.0,C++,gcc14.2
events-pp-30TeV-50GeV.hepmc3.gz,632.29,data/events-pp-30TeV-50GeV.hepmc3.gz,16,2053.68,Fastjet,3.5.1,CA,N2Plain,1.5,0.0,C++,gcc14.2
events-ee-Z.hepmc3.gz,43.05,data/events-ee-Z.hepmc3.gz,16,21.28,Fastjet,3.5.1,CA,N2Plain,2.0,0.0,C++,gcc14.2
events-ee-H.hepmc3.gz,64.97,data/events-ee-H.hepmc3.gz,16,38.16,Fastjet,3.5.1,CA,N2Plain,2.0,0.0,C++,gcc14.2
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,data/events-pp-0.5TeV-5GeV.hepmc3.gz,16,97.7,Fastjet,3.5.1,CA,N2Plain,2.0,0.0,C++,gcc14.2
events-pp-1TeV-5GeV.hepmc3.gz,160.36,data/events-pp-1TeV-5GeV.hepmc3.gz,16,174.73,Fastjet,3.5.1,CA,N2Plain,2.0,0.0,C++,gcc14.2
events-pp-2TeV-5Gev.hepmc3.gz,188.21,data/events-pp-2TeV-5Gev.hepmc3.gz,16,243.0,Fastjet,3.5.1,CA,N2Plain,2.0,0.0,C++,gcc14.2
events-pp-2TeV.hepmc3.gz,226.98,data/events-pp-2TeV.hepmc3.gz,16,314.96,Fastjet,3.5.1,CA,N2Plain,2.0,0.0,C++,gcc14.2
events-pp-5TeV-10GeV.hepmc3.gz,284.15,data/events-pp-5TeV-10GeV.hepmc3.gz,16,479.97,Fastjet,3.5.1,CA,N2Plain,2.0,0.0,C++,gcc14.2
events-pp-8TeV-20GeV.hepmc3.gz,354.18,data/events-pp-8TeV-20GeV.hepmc3.gz,16,725.12,Fastjet,3.5.1,CA,N2Plain,2.0,0.0,C++,gcc14.2
events-pp-13TeV-20GeV.hepmc3.gz,431.18,data/events-pp-13TeV-20GeV.hepmc3.gz,16,1020.37,Fastjet,3.5.1,CA,N2Plain,2.0,0.0,C++,gcc14.2
events-pp-20TeV-20GeV.hepmc3.gz,524.59,data/events-pp-20TeV-20GeV.hepmc3.gz,16,1460.62,Fastjet,3.5.1,CA,N2Plain,2.0,0.0,C++,gcc14.2
events-pp-20TeV-50GeV.hepmc3.gz,553.64,data/events-pp-20TeV-50GeV.hepmc3.gz,16,1648.69,Fastjet,3.5.1,CA,N2Plain,2.0,0.0,C++,gcc14.2
events-pp-30TeV-50GeV.hepmc3.gz,632.29,data/events-pp-30TeV-50GeV.hepmc3.gz,16,2061.09,Fastjet,3.5.1,CA,N2Plain,2.0,0.0,C++,gcc14.2
events-ee-Z.hepmc3.gz,43.05,data/events-ee-Z.hepmc3.gz,16,21.48,Fastjet,3.5.1,CA,N2Plain,3.0,0.0,C++,gcc14.2
events-ee-H.hepmc3.gz,64.97,data/events-ee-H.hepmc3.gz,16,38.22,Fastjet,3.5.1,CA,N2Plain,3.0,0.0,C++,gcc14.2
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,data/events-pp-0.5TeV-5GeV.hepmc3.gz,16,99.37,Fastjet,3.5.1,CA,N2Plain,3.0,0.0,C++,gcc14.2
events-pp-1TeV-5GeV.hepmc3.gz,160.36,data/events-pp-1TeV-5GeV.hepmc3.gz,16,177.36,Fastjet,3.5.1,CA,N2Plain,3.0,0.0,C++,gcc14.2
events-pp-2TeV-5Gev.hepmc3.gz,188.21,data/events-pp-2TeV-5Gev.hepmc3.gz,16,245.45,Fastjet,3.5.1,CA,N2Plain,3.0,0.0,C++,gcc14.2
events-pp-2TeV.hepmc3.gz,226.98,data/events-pp-2TeV.hepmc3.gz,16,317.69,Fastjet,3.5.1,CA,N2Plain,3.0,0.0,C++,gcc14.2
events-pp-5TeV-10GeV.hepmc3.gz,284.15,data/events-pp-5TeV-10GeV.hepmc3.gz,16,486.22,Fastjet,3.5.1,CA,N2Plain,3.0,0.0,C++,gcc14.2
events-pp-8TeV-20GeV.hepmc3.gz,354.18,data/events-pp-8TeV-20GeV.hepmc3.gz,16,730.51,Fastjet,3.5.1,CA,N2Plain,3.0,0.0,C++,gcc14.2
events-pp-13TeV-20GeV.hepmc3.gz,431.18,data/events-pp-13TeV-20GeV.hepmc3.gz,16,1024.34,Fastjet,3.5.1,CA,N2Plain,3.0,0.0,C++,gcc14.2
events-pp-20TeV-20GeV.hepmc3.gz,524.59,data/events-pp-20TeV-20GeV.hepmc3.gz,16,1465.35,Fastjet,3.5.1,CA,N2Plain,3.0,0.0,C++,gcc14.2
events-pp-20TeV-50GeV.hepmc3.gz,553.64,data/events-pp-20TeV-50GeV.hepmc3.gz,16,1640.86,Fastjet,3.5.1,CA,N2Plain,3.0,0.0,C++,gcc14.2
events-pp-30TeV-50GeV.hepmc3.gz,632.29,data/events-pp-30TeV-50GeV.hepmc3.gz,16,2071.98,Fastjet,3.5.1,CA,N2Plain,3.0,0.0,C++,gcc14.2
events-ee-Z.hepmc3.gz,43.05,data/events-ee-Z.hepmc3.gz,16,16.6,Fastjet,3.5.1,CA,N2Tiled,0.2,0.0,C++,gcc14.2
events-ee-H.hepmc3.gz,64.97,data/events-ee-H.hepmc3.gz,16,26.23,Fastjet,3.5.1,CA,N2Tiled,0.2,0.0,C++,gcc14.2
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,data/events-pp-0.5TeV-5GeV.hepmc3.gz,16,37.91,Fastjet,3.5.1,CA,N2Tiled,0.2,0.0,C++,gcc14.2
events-pp-1TeV-5GeV.hepmc3.gz,160.36,data/events-pp-1TeV-5GeV.hepmc3.gz,16,50.71,Fastjet,3.5.1,CA,N2Tiled,0.2,0.0,C++,gcc14.2
events-pp-2TeV-5Gev.hepmc3.gz,188.21,data/events-pp-2TeV-5Gev.hepmc3.gz,16,61.83,Fastjet,3.5.1,CA,N2Tiled,0.2,0.0,C++,gcc14.2
events-pp-2TeV.hepmc3.gz,226.98,data/events-pp-2TeV.hepmc3.gz,16,75.37,Fastjet,3.5.1,CA,N2Tiled,0.2,0.0,C++,gcc14.2
events-pp-5TeV-10GeV.hepmc3.gz,284.15,data/events-pp-5TeV-10GeV.hepmc3.gz,16,96.35,Fastjet,3.5.1,CA,N2Tiled,0.2,0.0,C++,gcc14.2
events-pp-8TeV-20GeV.hepmc3.gz,354.18,data/events-pp-8TeV-20GeV.hepmc3.gz,16,127.61,Fastjet,3.5.1,CA,N2Tiled,0.2,0.0,C++,gcc14.2
events-pp-13TeV-20GeV.hepmc3.gz,431.18,data/events-pp-13TeV-20GeV.hepmc3.gz,16,162.98,Fastjet,3.5.1,CA,N2Tiled,0.2,0.0,C++,gcc14.2
events-pp-20TeV-20GeV.hepmc3.gz,524.59,data/events-pp-20TeV-20GeV.hepmc3.gz,16,210.97,Fastjet,3.5.1,CA,N2Tiled,0.2,0.0,C++,gcc14.2
events-pp-20TeV-50GeV.hepmc3.gz,553.64,data/events-pp-20TeV-50GeV.hepmc3.gz,16,234.78,Fastjet,3.5.1,CA,N2Tiled,0.2,0.0,C++,gcc14.2
events-pp-30TeV-50GeV.hepmc3.gz,632.29,data/events-pp-30TeV-50GeV.hepmc3.gz,16,279.42,Fastjet,3.5.1,CA,N2Tiled,0.2,0.0,C++,gcc14.2
events-ee-Z.hepmc3.gz,43.05,data/events-ee-Z.hepmc3.gz,16,16.59,Fastjet,3.5.1,CA,N2Tiled,0.4,0.0,C++,gcc14.2
events-ee-H.hepmc3.gz,64.97,data/events-ee-H.hepmc3.gz,16,27.9,Fastjet,3.5.1,CA,N2Tiled,0.4,0.0,C++,gcc14.2
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,data/events-pp-0.5TeV-5GeV.hepmc3.gz,16,34.51,Fastjet,3.5.1,CA,N2Tiled,0.4,0.0,C++,gcc14.2
events-pp-1TeV-5GeV.hepmc3.gz,160.36,data/events-pp-1TeV-5GeV.hepmc3.gz,16,52.61,Fastjet,3.5.1,CA,N2Tiled,0.4,0.0,C++,gcc14.2
events-pp-2TeV-5Gev.hepmc3.gz,188.21,data/events-pp-2TeV-5Gev.hepmc3.gz,16,65.4,Fastjet,3.5.1,CA,N2Tiled,0.4,0.0,C++,gcc14.2
events-pp-2TeV.hepmc3.gz,226.98,data/events-pp-2TeV.hepmc3.gz,16,86.81,Fastjet,3.5.1,CA,N2Tiled,0.4,0.0,C++,gcc14.2
events-pp-5TeV-10GeV.hepmc3.gz,284.15,data/events-pp-5TeV-10GeV.hepmc3.gz,16,112.45,Fastjet,3.5.1,CA,N2Tiled,0.4,0.0,C++,gcc14.2
events-pp-8TeV-20GeV.hepmc3.gz,354.18,data/events-pp-8TeV-20GeV.hepmc3.gz,16,156.54,Fastjet,3.5.1,CA,N2Tiled,0.4,0.0,C++,gcc14.2
events-pp-13TeV-20GeV.hepmc3.gz,431.18,data/events-pp-13TeV-20GeV.hepmc3.gz,16,202.02,Fastjet,3.5.1,CA,N2Tiled,0.4,0.0,C++,gcc14.2
events-pp-20TeV-20GeV.hepmc3.gz,524.59,data/events-pp-20TeV-20GeV.hepmc3.gz,16,263.55,Fastjet,3.5.1,CA,N2Tiled,0.4,0.0,C++,gcc14.2
events-pp-20TeV-50GeV.hepmc3.gz,553.64,data/events-pp-20TeV-50GeV.hepmc3.gz,16,297.05,Fastjet,3.5.1,CA,N2Tiled,0.4,0.0,C++,gcc14.2
events-pp-30TeV-50GeV.hepmc3.gz,632.29,data/events-pp-30TeV-50GeV.hepmc3.gz,16,351.64,Fastjet,3.5.1,CA,N2Tiled,0.4,0.0,C++,gcc14.2
events-ee-Z.hepmc3.gz,43.05,data/events-ee-Z.hepmc3.gz,16,19.97,Fastjet,3.5.1,CA,N2Tiled,1.0,0.0,C++,gcc14.2
events-ee-H.hepmc3.gz,64.97,data/events-ee-H.hepmc3.gz,16,32.52,Fastjet,3.5.1,CA,N2Tiled,1.0,0.0,C++,gcc14.2
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,data/events-pp-0.5TeV-5GeV.hepmc3.gz,16,54.12,Fastjet,3.5.1,CA,N2Tiled,1.0,0.0,C++,gcc14.2
events-pp-1TeV-5GeV.hepmc3.gz,160.36,data/events-pp-1TeV-5GeV.hepmc3.gz,16,83.66,Fastjet,3.5.1,CA,N2Tiled,1.0,0.0,C++,gcc14.2
events-pp-2TeV-5Gev.hepmc3.gz,188.21,data/events-pp-2TeV-5Gev.hepmc3.gz,16,102.81,Fastjet,3.5.1,CA,N2Tiled,1.0,0.0,C++,gcc14.2
events-pp-2TeV.hepmc3.gz,226.98,data/events-pp-2TeV.hepmc3.gz,16,133.54,Fastjet,3.5.1,CA,N2Tiled,1.0,0.0,C++,gcc14.2
events-pp-5TeV-10GeV.hepmc3.gz,284.15,data/events-pp-5TeV-10GeV.hepmc3.gz,16,176.16,Fastjet,3.5.1,CA,N2Tiled,1.0,0.0,C++,gcc14.2
events-pp-8TeV-20GeV.hepmc3.gz,354.18,data/events-pp-8TeV-20GeV.hepmc3.gz,16,239.73,Fastjet,3.5.1,CA,N2Tiled,1.0,0.0,C++,gcc14.2
events-pp-13TeV-20GeV.hepmc3.gz,431.18,data/events-pp-13TeV-20GeV.hepmc3.gz,16,310.34,Fastjet,3.5.1,CA,N2Tiled,1.0,0.0,C++,gcc14.2
events-pp-20TeV-20GeV.hepmc3.gz,524.59,data/events-pp-20TeV-20GeV.hepmc3.gz,16,406.98,Fastjet,3.5.1,CA,N2Tiled,1.0,0.0,C++,gcc14.2
events-pp-20TeV-50GeV.hepmc3.gz,553.64,data/events-pp-20TeV-50GeV.hepmc3.gz,16,451.84,Fastjet,3.5.1,CA,N2Tiled,1.0,0.0,C++,gcc14.2
events-pp-30TeV-50GeV.hepmc3.gz,632.29,data/events-pp-30TeV-50GeV.hepmc3.gz,16,537.79,Fastjet,3.5.1,CA,N2Tiled,1.0,0.0,C++,gcc14.2
events-ee-Z.hepmc3.gz,43.05,data/events-ee-Z.hepmc3.gz,16,21.58,Fastjet,3.5.1,CA,N2Tiled,1.5,0.0,C++,gcc14.2
events-ee-H.hepmc3.gz,64.97,data/events-ee-H.hepmc3.gz,16,35.22,Fastjet,3.5.1,CA,N2Tiled,1.5,0.0,C++,gcc14.2
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,data/events-pp-0.5TeV-5GeV.hepmc3.gz,16,66.27,Fastjet,3.5.1,CA,N2Tiled,1.5,0.0,C++,gcc14.2
events-pp-1TeV-5GeV.hepmc3.gz,160.36,data/events-pp-1TeV-5GeV.hepmc3.gz,16,102.66,Fastjet,3.5.1,CA,N2Tiled,1.5,0.0,C++,gcc14.2
events-pp-2TeV-5Gev.hepmc3.gz,188.21,data/events-pp-2TeV-5Gev.hepmc3.gz,16,128.0,Fastjet,3.5.1,CA,N2Tiled,1.5,0.0,C++,gcc14.2
events-pp-2TeV.hepmc3.gz,226.98,data/events-pp-2TeV.hepmc3.gz,16,164.44,Fastjet,3.5.1,CA,N2Tiled,1.5,0.0,C++,gcc14.2
events-pp-5TeV-10GeV.hepmc3.gz,284.15,data/events-pp-5TeV-10GeV.hepmc3.gz,16,220.0,Fastjet,3.5.1,CA,N2Tiled,1.5,0.0,C++,gcc14.2
events-pp-8TeV-20GeV.hepmc3.gz,354.18,data/events-pp-8TeV-20GeV.hepmc3.gz,16,305.27,Fastjet,3.5.1,CA,N2Tiled,1.5,0.0,C++,gcc14.2
events-pp-13TeV-20GeV.hepmc3.gz,431.18,data/events-pp-13TeV-20GeV.hepmc3.gz,16,398.89,Fastjet,3.5.1,CA,N2Tiled,1.5,0.0,C++,gcc14.2
events-pp-20TeV-20GeV.hepmc3.gz,524.59,data/events-pp-20TeV-20GeV.hepmc3.gz,16,530.58,Fastjet,3.5.1,CA,N2Tiled,1.5,0.0,C++,gcc14.2
events-pp-20TeV-50GeV.hepmc3.gz,553.64,data/events-pp-20TeV-50GeV.hepmc3.gz,16,606.15,Fastjet,3.5.1,CA,N2Tiled,1.5,0.0,C++,gcc14.2
events-pp-30TeV-50GeV.hepmc3.gz,632.29,data/events-pp-30TeV-50GeV.hepmc3.gz,16,725.32,Fastjet,3.5.1,CA,N2Tiled,1.5,0.0,C++,gcc14.2
events-ee-Z.hepmc3.gz,43.05,data/events-ee-Z.hepmc3.gz,16,25.96,Fastjet,3.5.1,CA,N2Tiled,2.0,0.0,C++,gcc14.2
