File,mean_particles,File_path,n_samples,time_per_event,code,code_version,algorithm,strategy,radius,power,backend,backend_version
events-pp-20TeV-50GeV.hepmc3.gz,553.64,data/events-pp-20TeV-50GeV.hepmc3.gz,16,689.68,CJetReconstruction,unknown,CA,N2Plain,0.2,0.0,juliac,1.12.0-rc1
events-pp-30TeV-50GeV.hepmc3.gz,632.29,data/events-pp-30TeV-50GeV.hepmc3.gz,16,882.82,CJetReconstruction,unknown,CA,N2Plain,0.2,0.0,juliac,1.12.0-rc1
events-ee-Z.hepmc3.gz,43.05,data/events-ee-Z.hepmc3.gz,16,15.93,CJetReconstruction,unknown,CA,N2Plain,0.4,0.0,juliac,1.12.0-rc1
events-ee-H.hepmc3.gz,64.97,data/events-ee-H.hepmc3.gz,16,26.33,CJetReconstruction,unknown,CA,N2Plain,0.4,0.0,juliac,1.12.0-rc1
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,data/events-pp-0.5TeV-5GeV.hepmc3.gz,16,41.94,CJetReconstruction,unknown,CA,N2Plain,0.4,0.0,juliac,1.12.0-rc1
events-pp-1TeV-5GeV.hepmc3.gz,160.36,data/events-pp-1TeV-5GeV.hepmc3.gz,16,77.71,CJetReconstruction,unknown,CA,N2Plain,0.4,0.0,juliac,1.12.0-rc1
events-pp-2TeV-5Gev.hepmc3.gz,188.21,data/events-pp-2TeV-5Gev.hepmc3.gz,16,108.38,CJetReconstruction,unknown,CA,N2Plain,0.4,0.0,juliac,1.12.0-rc1
events-pp-2TeV.hepmc3.gz,226.98,data/events-pp-2TeV.hepmc3.gz,16,155.18,CJetReconstruction,unknown,CA,N2Plain,0.4,0.0,juliac,1.12.0-rc1
events-pp-5TeV-10GeV.hepmc3.gz,284.15,data/events-pp-5TeV-10GeV.hepmc3.gz,16,238.53,CJetReconstruction,unknown,CA,N2Plain,0.4,0.0,juliac,1.12.0-rc1
events-pp-8TeV-20GeV.hepmc3.gz,354.18,data/events-pp-8TeV-20GeV.hepmc3.gz,16,368.47,CJetReconstruction,unknown,CA,N2Plain,0.4,0.0,juliac,1.12.0-rc1
events-pp-13TeV-20GeV.hepmc3.gz,431.18,data/events-pp-13TeV-20GeV.hepmc3.gz,16,523.23,CJetReconstruction,unknown,CA,N2Plain,0.4,0.0,juliac,1.12.0-rc1
events-pp-20TeV-20GeV.hepmc3.gz,524.59,data/events-pp-20TeV-20GeV.hepmc3.gz,16,766.33,CJetReconstruction,unknown,CA,N2Plain,0.4,0.0,juliac,1.12.0-rc1
events-pp-20TeV-50GeV.hepmc3.gz,553.64,data/events-pp-20TeV-50GeV.hepmc3.gz,16,868.42,CJetReconstruction,unknown,CA,N2Plain,0.4,0.0,juliac,1.12.0-rc1
events-pp-30TeV-50GeV.hepmc3.gz,632.29,data/events-pp-30TeV-50GeV.hepmc3.gz,16,1099.17,CJetReconstruction,unknown,CA,N2Plain,0.4,0.0,juliac,1.12.0-rc1
events-ee-Z.hepmc3.gz,43.05,data/events-ee-Z.hepmc3.gz,16,17.73,CJetReconstruction,unknown,CA,N2Plain,1.0,0.0,juliac,1.12.0-rc1
events-ee-H.hepmc3.gz,64.97,data/events-ee-H.hepmc3.gz,16,28.67,CJetReconstruction,unknown,CA,N2Plain,1.0,0.0,juliac,1.12.0-rc1
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,data/events-pp-0.5TeV-5GeV.hepmc3.gz,16,56.45,CJetReconstruction,unknown,CA,N2Plain,1.0,0.0,juliac,1.12.0-rc1
events-pp-1TeV-5GeV.hepmc3.gz,160.36,data/events-pp-1TeV-5GeV.hepmc3.gz,16,97.92,CJetReconstruction,unknown,CA,N2Plain,1.0,0.0,juliac,1.12.0-rc1
events-pp-2TeV-5Gev.hepmc3.gz,188.21,data/events-pp-2TeV-5Gev.hepmc3.gz,16,133.81,CJetReconstruction,unknown,CA,N2Plain,1.0,0.0,juliac,1.12.0-rc1
events-pp-2TeV.hepmc3.gz,226.98,data/events-pp-2TeV.hepmc3.gz,16,177.1,CJetReconstruction,unknown,CA,N2Plain,1.0,0.0,juliac,1.12.0-rc1
events-pp-5TeV-10GeV.hepmc3.gz,284.15,data/events-pp-5TeV-10GeV.hepmc3.gz,16,266.24,CJetReconstruction,unknown,CA,N2Plain,1.0,0.0,juliac,1.12.0-rc1
events-pp-8TeV-20GeV.hepmc3.gz,354.18,data/events-pp-8TeV-20GeV.hepmc3.gz,16,404.59,CJetReconstruction,unknown,CA,N2Plain,1.0,0.0,juliac,1.12.0-rc1
events-pp-13TeV-20GeV.hepmc3.gz,431.18,data/events-pp-13TeV-20GeV.hepmc3.gz,16,565.17,CJetReconstruction,unknown,CA,N2Plain,1.0,0.0,juliac,1.12.0-rc1
events-pp-20TeV-20GeV.hepmc3.gz,524.59,data/events-pp-20TeV-20GeV.hepmc3.gz,16,806.22,CJetReconstruction,unknown,CA,N2Plain,1.0,0.0,juliac,1.12.0-rc1
events-pp-20TeV-50GeV.hepmc3.gz,553.64,data/events-pp-20TeV-50GeV.hepmc3.gz,16,912.77,CJetReconstruction,unknown,CA,N2Plain,1.0,0.0,juliac,1.12.0-rc1
events-pp-30TeV-50GeV.hepmc3.gz,632.29,data/events-pp-30TeV-50GeV.hepmc3.gz,16,1151.59,CJetReconstruction,unknown,CA,N2Plain,1.0,0.0,juliac,1.12.0-rc1
events-ee-Z.hepmc3.gz,43.05,data/events-ee-Z.hepmc3.gz,16,18.06,CJetReconstruction,unknown,CA,N2Plain,1.5,0.0,juliac,1.12.0-rc1
events-ee-H.hepmc3.gz,64.97,data/events-ee-H.hepmc3.gz,16,29.4,CJetReconstruction,unknown,CA,N2Plain,1.5,0.0,juliac,1.12.0-rc1
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,data/events-pp-0.5TeV-5GeV.hepmc3.gz,16,58.58,CJetReconstruction,unknown,CA,N2Plain,1.5,0.0,juliac,1.12.0-rc1
events-pp-1TeV-5GeV.hepmc3.gz,160.36,data/events-pp-1TeV-5GeV.hepmc3.gz,16,102.82,CJetReconstruction,unknown,CA,N2Plain,1.5,0.0,juliac,1.12.0-rc1
events-pp-2TeV-5Gev.hepmc3.gz,188.21,data/events-pp-2TeV-5Gev.hepmc3.gz,16,136.57,CJetReconstruction,unknown,CA,N2Plain,1.5,0.0,juliac,1.12.0-rc1
events-pp-2TeV.hepmc3.gz,226.98,data/events-pp-2TeV.hepmc3.gz,16,185.26,CJetReconstruction,unknown,CA,N2Plain,1.5,0.0,juliac,1.12.0-rc1
events-pp-5TeV-10GeV.hepmc3.gz,284.15,data/events-pp-5TeV-10GeV.hepmc3.gz,16,271.71,CJetReconstruction,unknown,CA,N2Plain,1.5,0.0,juliac,1.12.0-rc1
events-pp-8TeV-20GeV.hepmc3.gz,354.18,data/events-pp-8TeV-20GeV.hepmc3.gz,16,404.59,CJetReconstruction,unknown,CA,N2Plain,1.5,0.0,juliac,1.12.0-rc1
events-pp-13TeV-20GeV.hepmc3.gz,431.18,data/events-pp-13TeV-20GeV.hepmc3.gz,16,576.01,CJetReconstruction,unknown,CA,N2Plain,1.5,0.0,juliac,1.12.0-rc1
events-pp-20TeV-20GeV.hepmc3.gz,524.59,data/events-pp-20TeV-20GeV.hepmc3.gz,16,811.36,CJetReconstruction,unknown,CA,N2Plain,1.5,0.0,juliac,1.12.0-rc1
events-pp-20TeV-50GeV.hepmc3.gz,553.64,data/events-pp-20TeV-50GeV.hepmc3.gz,16,917.61,CJetReconstruction,unknown,CA,N2Plain,1.5,0.0,juliac,1.12.0-rc1
events-pp-30TeV-50GeV.hepmc3.gz,632.29,data/events-pp-30TeV-50GeV.hepmc3.gz,16,1154.64,CJetReconstruction,unknown,CA,N2Plain,1.5,0.0,juliac,1.12.0-rc1
events-ee-Z.hepmc3.gz,43.05,data/events-ee-Z.hepmc3.gz,16,17.98,CJetReconstruction,unknown,CA,N2Plain,2.0,0.0,juliac,1.12.0-rc1
events-ee-H.hepmc3.gz,64.97,data/events-ee-H.hepmc3.gz,16,29.83,CJetReconstruction,unknown,CA,N2Plain,2.0,0.0,juliac,1.12.0-rc1
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,data/events-pp-0.5TeV-5GeV.hepmc3.gz,16,58.86,CJetReconstruction,unknown,CA,N2Plain,2.0,0.0,juliac,1.12.0-rc1
events-pp-1TeV-5GeV.hepmc3.gz,160.36,data/events-pp-1TeV-5GeV.hepmc3.gz,16,100.74,CJetReconstruction,unknown,CA,N2Plain,2.0,0.0,juliac,1.12.0-rc1
events-pp-2TeV-5Gev.hepmc3.gz,188.21,data/events-pp-2TeV-5Gev.hepmc3.gz,16,140.16,CJetReconstruction,unknown,CA,N2Plain,2.0,0.0,juliac,1.12.0-rc1
events-pp-2TeV.hepmc3.gz,226.98,data/events-pp-2TeV.hepmc3.gz,16,179.51,CJetReconstruction,unknown,CA,N2Plain,2.0,0.0,juliac,1.12.0-rc1
events-pp-5TeV-10GeV.hepmc3.gz,284.15,data/events-pp-5TeV-10GeV.hepmc3.gz,16,271.68,CJetReconstruction,unknown,CA,N2Plain,2.0,0.0,juliac,1.12.0-rc1
events-pp-8TeV-20GeV.hepmc3.gz,354.18,data/events-pp-8TeV-20GeV.hepmc3.gz,16,419.19,CJetReconstruction,unknown,CA,N2Plain,2.0,0.0,juliac,1.12.0-rc1
events-pp-13TeV-20GeV.hepmc3.gz,431.18,data/events-pp-13TeV-20GeV.hepmc3.gz,16,572.11,CJetReconstruction,unknown,CA,N2Plain,2.0,0.0,juliac,1.12.0-rc1
events-pp-20TeV-20GeV.hepmc3.gz,524.59,data/events-pp-20TeV-20GeV.hepmc3.gz,16,814.1,CJetReconstruction,unknown,CA,N2Plain,2.0,0.0,juliac,1.12.0-rc1
events-pp-20TeV-50GeV.hepmc3.gz,553.64,data/events-pp-20TeV-50GeV.hepmc3.gz,16,923.36,CJetReconstruction,unknown,CA,N2Plain,2.0,0.0,juliac,1.12.0-rc1
events-pp-30TeV-50GeV.hepmc3.gz,632.29,data/events-pp-30TeV-50GeV.hepmc3.gz,16,1157.29,CJetReconstruction,unknown,CA,N2Plain,2.0,0.0,juliac,1.12.0-rc1
events-ee-Z.hepmc3.gz,43.05,data/events-ee-Z.hepmc3.gz,16,18.74,CJetReconstruction,unknown,CA,N2Plain,3.0,0.0,juliac,1.12.0-rc1
events-ee-H.hepmc3.gz,64.97,data/events-ee-H.hepmc3.gz,16,29.65,CJetReconstruction,unknown,CA,N2Plain,3.0,0.0,juliac,1.12.0-rc1
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,data/events-pp-0.5TeV-5GeV.hepmc3.gz,16,60.61,CJetReconstruction,unknown,CA,N2Plain,3.0,0.0,juliac,1.12.0-rc1
events-pp-1TeV-5GeV.hepmc3.gz,160.36,data/events-pp-1TeV-5GeV.hepmc3.gz,16,104.33,CJetReconstruction,unknown,CA,N2Plain,3.0,0.0,juliac,1.12.0-rc1
events-pp-2TeV-5Gev.hepmc3.gz,188.21,data/events-pp-2TeV-5Gev.hepmc3.gz,16,138.41,CJetReconstruction,unknown,CA,N2Plain,3.0,0.0,juliac,1.12.0-rc1
events-pp-2TeV.hepmc3.gz,226.98,data/events-pp-2TeV.hepmc3.gz,16,182.97,CJetReconstruction,unknown,CA,N2Plain,3.0,0.0,juliac,1.12.0-rc1
events-pp-5TeV-10GeV.hepmc3.gz,284.15,data/events-pp-5TeV-10GeV.hepmc3.gz,16,272.56,CJetReconstruction,unknown,CA,N2Plain,3.0,0.0,juliac,1.12.0-rc1
events-pp-8TeV-20GeV.hepmc3.gz,354.18,data/events-pp-8TeV-20GeV.hepmc3.gz,16,410.07,CJetReconstruction,unknown,CA,N2Plain,3.0,0.0,juliac,1.12.0-rc1
events-pp-13TeV-20GeV.hepmc3.gz,431.18,data/events-pp-13TeV-20GeV.hepmc3.gz,16,577.32,CJetReconstruction,unknown,CA,N2Plain,3.0,0.0,juliac,1.12.0-rc1
events-pp-20TeV-20GeV.hepmc3.gz,524.59,data/events-pp-20TeV-20GeV.hepmc3.gz,16,826.66,CJetReconstruction,unknown,CA,N2Plain,3.0,0.0,juliac,1.12.0-rc1
events-pp-20TeV-50GeV.hepmc3.gz,553.64,data/events-pp-20TeV-50GeV.hepmc3.gz,16,918.68,CJetReconstruction,unknown,CA,N2Plain,3.0,0.0,juliac,1.12.0-rc1
events-pp-30TeV-50GeV.hepmc3.gz,632.29,data/events-pp-30TeV-50GeV.hepmc3.gz,16,1162.62,CJetReconstruction,unknown,CA,N2Plain,3.0,0.0,juliac,1.12.0-rc1
events-ee-Z.hepmc3.gz,43.05,data/events-ee-Z.hepmc3.gz,16,16.41,CJetReconstruction,unknown,CA,N2Tiled,0.2,0.0,juliac,1.12.0-rc1
events-ee-H.hepmc3.gz,64.97,data/events-ee-H.hepmc3.gz,16,26.82,CJetReconstruction,unknown,CA,N2Tiled,0.2,0.0,juliac,1.12.0-rc1
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,data/events-pp-0.5TeV-5GeV.hepmc3.gz,16,26.13,CJetReconstruction,unknown,CA,N2Tiled,0.2,0.0,juliac,1.12.0-rc1
events-pp-1TeV-5GeV.hepmc3.gz,160.36,data/events-pp-1TeV-5GeV.hepmc3.gz,16,35.84,CJetReconstruction,unknown,CA,N2Tiled,0.2,0.0,juliac,1.12.0-rc1
events-pp-2TeV-5Gev.hepmc3.gz,188.21,data/events-pp-2TeV-5Gev.hepmc3.gz,16,45.18,CJetReconstruction,unknown,CA,N2Tiled,0.2,0.0,juliac,1.12.0-rc1
events-pp-2TeV.hepmc3.gz,226.98,data/events-pp-2TeV.hepmc3.gz,16,57.2,CJetReconstruction,unknown,CA,N2Tiled,0.2,0.0,juliac,1.12.0-rc1
events-pp-5TeV-10GeV.hepmc3.gz,284.15,data/events-pp-5TeV-10GeV.hepmc3.gz,16,71.62,CJetReconstruction,unknown,CA,N2Tiled,0.2,0.0,juliac,1.12.0-rc1
events-pp-8TeV-20GeV.hepmc3.gz,354.18,data/events-pp-8TeV-20GeV.hepmc3.gz,16,93.91,CJetReconstruction,unknown,CA,N2Tiled,0.2,0.0,juliac,1.12.0-rc1
events-pp-13TeV-20GeV.hepmc3.gz,431.18,data/events-pp-13TeV-20GeV.hepmc3.gz,16,115.36,CJetReconstruction,unknown,CA,N2Tiled,0.2,0.0,juliac,1.12.0-rc1
events-pp-20TeV-20GeV.hepmc3.gz,524.59,data/events-pp-20TeV-20GeV.hepmc3.gz,16,144.35,CJetReconstruction,unknown,CA,N2Tiled,0.2,0.0,juliac,1.12.0-rc1
events-pp-20TeV-50GeV.hepmc3.gz,553.64,data/events-pp-20TeV-50GeV.hepmc3.gz,16,165.76,CJetReconstruction,unknown,CA,N2Tiled,0.2,0.0,juliac,1.12.0-rc1
events-pp-30TeV-50GeV.hepmc3.gz,632.29,data/events-pp-30TeV-50GeV.hepmc3.gz,16,190.32,CJetReconstruction,unknown,CA,N2Tiled,0.2,0.0,juliac,1.12.0-rc1
events-ee-Z.hepmc3.gz,43.05,data/events-ee-Z.hepmc3.gz,16,19.66,CJetReconstruction,unknown,CA,N2Tiled,0.4,0.0,juliac,1.12.0-rc1
events-ee-H.hepmc3.gz,64.97,data/events-ee-H.hepmc3.gz,16,31.07,CJetReconstruction,unknown,CA,N2Tiled,0.4,0.0,juliac,1.12.0-rc1
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,data/events-pp-0.5TeV-5GeV.hepmc3.gz,16,32.85,CJetReconstruction,unknown,CA,N2Tiled,0.4,0.0,juliac,1.12.0-rc1
events-pp-1TeV-5GeV.hepmc3.gz,160.36,data/events-pp-1TeV-5GeV.hepmc3.gz,16,47.99,CJetReconstruction,unknown,CA,N2Tiled,0.4,0.0,juliac,1.12.0-rc1
events-pp-2TeV-5Gev.hepmc3.gz,188.21,data/events-pp-2TeV-5Gev.hepmc3.gz,16,57.41,CJetReconstruction,unknown,CA,N2Tiled,0.4,0.0,juliac,1.12.0-rc1
events-pp-2TeV.hepmc3.gz,226.98,data/events-pp-2TeV.hepmc3.gz,16,78.06,CJetReconstruction,unknown,CA,N2Tiled,0.4,0.0,juliac,1.12.0-rc1
events-pp-5TeV-10GeV.hepmc3.gz,284.15,data/events-pp-5TeV-10GeV.hepmc3.gz,16,95.93,CJetReconstruction,unknown,CA,N2Tiled,0.4,0.0,juliac,1.12.0-rc1
events-pp-8TeV-20GeV.hepmc3.gz,354.18,data/events-pp-8TeV-20GeV.hepmc3.gz,16,130.96,CJetReconstruction,unknown,CA,N2Tiled,0.4,0.0,juliac,1.12.0-rc1
events-pp-13TeV-20GeV.hepmc3.gz,431.18,data/events-pp-13TeV-20GeV.hepmc3.gz,16,167.93,CJetReconstruction,unknown,CA,N2Tiled,0.4,0.0,juliac,1.12.0-rc1
events-pp-20TeV-20GeV.hepmc3.gz,524.59,data/events-pp-20TeV-20GeV.hepmc3.gz,16,214.95,CJetReconstruction,unknown,CA,N2Tiled,0.4,0.0,juliac,1.12.0-rc1
events-pp-20TeV-50GeV.hepmc3.gz,553.64,data/events-pp-20TeV-50GeV.hepmc3.gz,16,241.93,CJetReconstruction,unknown,CA,N2Tiled,0.4,0.0,juliac,1.12.0-rc1
events-pp-30TeV-50GeV.hepmc3.gz,632.29,data/events-pp-30TeV-50GeV.hepmc3.gz,16,285.05,CJetReconstruction,unknown,CA,N2Tiled,0.4,0.0,juliac,1.12.0-rc1
events-ee-Z.hepmc3.gz,43.05,data/events-ee-Z.hepmc3.gz,16,23.53,CJetReconstruction,unknown,CA,N2Tiled,1.0,0.0,juliac,1.12.0-rc1
events-ee-H.hepmc3.gz,64.97,data/events-ee-H.hepmc3.gz,16,36.78,CJetReconstruction,unknown,CA,N2Tiled,1.0,0.0,juliac,1.12.0-rc1
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,data/events-pp-0.5TeV-5GeV.hepmc3.gz,16,54.97,CJetReconstruction,unknown,CA,N2Tiled,1.0,0.0,juliac,1.12.0-rc1
events-pp-1TeV-5GeV.hepmc3.gz,160.36,data/events-pp-1TeV-5GeV.hepmc3.gz,16,79.99,CJetReconstruction,unknown,CA,N2Tiled,1.0,0.0,juliac,1.12.0-rc1
events-pp-2TeV-5Gev.hepmc3.gz,188.21,data/events-pp-2TeV-5Gev.hepmc3.gz,16,99.13,CJetReconstruction,unknown,CA,N2Tiled,1.0,0.0,juliac,1.12.0-rc1
events-pp-2TeV.hepmc3.gz,226.98,data/events-pp-2TeV.hepmc3.gz,16,126.8,CJetReconstruction,unknown,CA,N2Tiled,1.0,0.0,juliac,1.12.0-rc1
events-pp-5TeV-10GeV.hepmc3.gz,284.15,data/events-pp-5TeV-10GeV.hepmc3.gz,16,161.96,CJetReconstruction,unknown,CA,N2Tiled,1.0,0.0,juliac,1.12.0-rc1
events-pp-8TeV-20GeV.hepmc3.gz,354.18,data/events-pp-8TeV-20GeV.hepmc3.gz,16,219.79,CJetReconstruction,unknown,CA,N2Tiled,1.0,0.0,juliac,1.12.0-rc1
events-pp-13TeV-20GeV.hepmc3.gz,431.18,data/events-pp-13TeV-20GeV.hepmc3.gz,16,279.05,CJetReconstruction,unknown,CA,N2Tiled,1.0,0.0,juliac,1.12.0-rc1
events-pp-20TeV-20GeV.hepmc3.gz,524.59,data/events-pp-20TeV-20GeV.hepmc3.gz,16,359.27,CJetReconstruction,unknown,CA,N2Tiled,1.0,0.0,juliac,1.12.0-rc1
events-pp-20TeV-50GeV.hepmc3.gz,553.64,data/events-pp-20TeV-50GeV.hepmc3.gz,16,403.37,CJetReconstruction,unknown,CA,N2Tiled,1.0,0.0,juliac,1.12.0-rc1
events-pp-30TeV-50GeV.hepmc3.gz,632.29,data/events-pp-30TeV-50GeV.hepmc3.gz,16,472.35,CJetReconstruction,unknown,CA,N2Tiled,1.0,0.0,juliac,1.12.0-rc1
events-ee-Z.hepmc3.gz,43.05,data/events-ee-Z.hepmc3.gz,16,24.84,CJetReconstruction,unknown,CA,N2Tiled,1.5,0.0,juliac,1.12.0-rc1
events-ee-H.hepmc3.gz,64.97,data/events-ee-H.hepmc3.gz,16,39.15,CJetReconstruction,unknown,CA,N2Tiled,1.5,0.0,juliac,1.12.0-rc1
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,data/events-pp-0.5TeV-5GeV.hepmc3.gz,16,65.62,CJetReconstruction,unknown,CA,N2Tiled,1.5,0.0,juliac,1.12.0-rc1
events-pp-1TeV-5GeV.hepmc3.gz,160.36,data/events-pp-1TeV-5GeV.hepmc3.gz,16,99.0,CJetReconstruction,unknown,CA,N2Tiled,1.5,0.0,juliac,1.12.0-rc1
events-pp-2TeV-5Gev.hepmc3.gz,188.21,data/events-pp-2TeV-5Gev.hepmc3.gz,16,123.4,CJetReconstruction,unknown,CA,N2Tiled,1.5,0.0,juliac,1.12.0-rc1
events-pp-2TeV.hepmc3.gz,226.98,data/events-pp-2TeV.hepmc3.gz,16,157.02,CJetReconstruction,unknown,CA,N2Tiled,1.5,0.0,juliac,1.12.0-rc1
events-pp-5TeV-10GeV.hepmc3.gz,284.15,data/events-pp-5TeV-10GeV.hepmc3.gz,16,207.95,CJetReconstruction,unknown,CA,N2Tiled,1.5,0.0,juliac,1.12.0-rc1
events-pp-8TeV-20GeV.hepmc3.gz,354.18,data/events-pp-8TeV-20GeV.hepmc3.gz,16,282.11,CJetReconstruction,unknown,CA,N2Tiled,1.5,0.0,juliac,1.12.0-rc1
events-pp-13TeV-20GeV.hepmc3.gz,431.18,data/events-pp-13TeV-20GeV.hepmc3.gz,16,370.29,CJetReconstruction,unknown,CA,N2Tiled,1.5,0.0,juliac,1.12.0-rc1
events-pp-20TeV-20GeV.hepmc3.gz,524.59,data/events-pp-20TeV-20GeV.hepmc3.gz,16,487.15,CJetReconstruction,unknown,CA,N2Tiled,1.5,0.0,juliac,1.12.0-rc1
events-pp-20TeV-50GeV.hepmc3.gz,553.64,data/events-pp-20TeV-50GeV.hepmc3.gz,16,554.73,CJetReconstruction,unknown,CA,N2Tiled,1.5,0.0,juliac,1.12.0-rc1
events-pp-30TeV-50GeV.hepmc3.gz,632.29,data/events-pp-30TeV-50GeV.hepmc3.gz,16,660.9,CJetReconstruction,unknown,CA,N2Tiled,1.5,0.0,juliac,1.12.0-rc1
events-ee-Z.hepmc3.gz,43.05,data/events-ee-Z.hepmc3.gz,16,26.71,CJetReconstruction,unknown,CA,N2Tiled,2.0,0.0,juliac,1.12.0-rc1
events-ee-H.hepmc3.gz,64.97,data/events-ee-H.hepmc3.gz,16,41.95,CJetReconstruction,unknown,CA,N2Tiled,2.0,0.0,juliac,1.12.0-rc1
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,data/events-pp-0.5TeV-5GeV.hepmc3.gz,16,77.14,CJetReconstruction,unknown,CA,N2Tiled,2.0,0.0,juliac,1.12.0-rc1
events-pp-1TeV-5GeV.hepmc3.gz,160.36,data/events-pp-1TeV-5GeV.hepmc3.gz,16,116.64,CJetReconstruction,unknown,CA,N2Tiled,2.0,0.0,juliac,1.12.0-rc1
events-pp-2TeV-5Gev.hepmc3.gz,188.21,data/events-pp-2TeV-5Gev.hepmc3.gz,16,149.14,CJetReconstruction,unknown,CA,N2Tiled,2.0,0.0,juliac,1.12.0-rc1
events-pp-2TeV.hepmc3.gz,226.98,data/events-pp-2TeV.hepmc3.gz,16,193.04,CJetReconstruction,unknown,CA,N2Tiled,2.0,0.0,juliac,1.12.0-rc1
events-pp-5TeV-10GeV.hepmc3.gz,284.15,data/events-pp-5TeV-10GeV.hepmc3.gz,16,251.04,CJetReconstruction,unknown,CA,N2Tiled,2.0,0.0,juliac,1.12.0-rc1
events-pp-8TeV-20GeV.hepmc3.gz,354.18,data/events-pp-8TeV-20GeV.hepmc3.gz,16,359.46,CJetReconstruction,unknown,CA,N2Tiled,2.0,0.0,juliac,1.12.0-rc1
events-pp-13TeV-20GeV.hepmc3.gz,431.18,data/events-pp-13TeV-20GeV.hepmc3.gz,16,479.69,CJetReconstruction,unknown,CA,N2Tiled,2.0,0.0,juliac,1.12.0-rc1
events-pp-20TeV-20GeV.hepmc3.gz,524.59,data/events-pp-20TeV-20GeV.hepmc3.gz,16,648.99,CJetReconstruction,unknown,CA,N2Tiled,2.0,0.0,juliac,1.12.0-rc1
events-pp-20TeV-50GeV.hepmc3.gz,553.64,data/events-pp-20TeV-50GeV.hepmc3.gz,16,779.65,CJetReconstruction,unknown,CA,N2Tiled,2.0,0.0,juliac,1.12.0-rc1
events-pp-30TeV-50GeV.hepmc3.gz,632.29,data/events-pp-30TeV-50GeV.hepmc3.gz,16,915.57,CJetReconstruction,unknown,CA,N2Tiled,2.0,0.0,juliac,1.12.0-rc1
events-ee-Z.hepmc3.gz,43.05,data/events-ee-Z.hepmc3.gz,16,26.7,CJetReconstruction,unknown,CA,N2Tiled,3.0,0.0,juliac,1.12.0-rc1
events-ee-H.hepmc3.gz,64.97,data/events-ee-H.hepmc3.gz,16,42.03,CJetReconstruction,unknown,CA,N2Tiled,3.0,0.0,juliac,1.12.0-rc1
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,data/events-pp-0.5TeV-5GeV.hepmc3.gz,16,82.32,CJetReconstruction,unknown,CA,N2Tiled,3.0,0.0,juliac,1.12.0-rc1
events-pp-1TeV-5GeV.hepmc3.gz,160.36,data/events-pp-1TeV-5GeV.hepmc3.gz,16,132.7,CJetReconstruction,unknown,CA,N2Tiled,3.0,0.0,juliac,1.12.0-rc1
events-pp-2TeV-5Gev.hepmc3.gz,188.21,data/events-pp-2TeV-5Gev.hepmc3.gz,16,164.36,CJetReconstruction,unknown,CA,N2Tiled,3.0,0.0,juliac,1.12.0-rc1
events-pp-2TeV.hepmc3.gz,226.98,data/events-pp-2TeV.hepmc3.gz,16,217.39,CJetReconstruction,unknown,CA,N2Tiled,3.0,0.0,juliac,1.12.0-rc1
events-pp-5TeV-10GeV.hepmc3.gz,284.15,data/events-pp-5TeV-10GeV.hepmc3.gz,16,298.36,CJetReconstruction,unknown,CA,N2Tiled,3.0,0.0,juliac,1.12.0-rc1
events-pp-8TeV-20GeV.hepmc3.gz,354.18,data/events-pp-8TeV-20GeV.hepmc3.gz,16,440.33,CJetReconstruction,unknown,CA,N2Tiled,3.0,0.0,juliac,1.12.0-rc1
events-pp-13TeV-20GeV.hepmc3.gz,431.18,data/events-pp-13TeV-20GeV.hepmc3.gz,16,600.42,CJetReconstruction,unknown,CA,N2Tiled,3.0,0.0,juliac,1.12.0-rc1
events-pp-20TeV-20GeV.hepmc3.gz,524.59,data/events-pp-20TeV-20GeV.hepmc3.gz,16,825.22,CJetReconstruction,unknown,CA,N2Tiled,3.0,0.0,juliac,1.12.0-rc1
events-pp-20TeV-50GeV.hepmc3.gz,553.64,data/events-pp-20TeV-50GeV.hepmc3.gz,16,979.35,CJetReconstruction,unknown,CA,N2Tiled,3.0,0.0,juliac,1.12.0-rc1
events-pp-30TeV-50GeV.hepmc3.gz,632.29,data/events-pp-30TeV-50GeV.hepmc3.gz,16,1190.79,CJetReconstruction,unknown,CA,N2Tiled,3.0,0.0,juliac,1.12.0-rc1
events-ee-Z.hepmc3.gz,43.05,data/events-ee-Z.hepmc3.gz,16,13.93,CJetReconstruction,unknown,Kt,N2Plain,0.2,1.0,juliac,1.12.0-rc1
events-ee-H.hepmc3.gz,64.97,data/events-ee-H.hepmc3.gz,16,23.15,CJetReconstruction,unknown,Kt,N2Plain,0.2,1.0,juliac,1.12.0-rc1
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,data/events-pp-0.5TeV-5GeV.hepmc3.gz,16,33.72,CJetReconstruction,unknown,Kt,N2Plain,0.2,1.0,juliac,1.12.0-rc1
